Title,Authors,Year,Venue,DOI,Source
The National Infrastructure for Community Statistics: Liberating Public GIS and Statistical Data,"['P Sabety', 'C Sweeney', 'D Widdows', 'J Knauer']",2005.0,,https://www.puttypeg.net/papers/infocommons-ppgis.pdf,Google Scholar
Recent trends in morbidity and in-hospital outcomes of in-patients with peripheral arterial disease: a nationwide population-based analysis,"['N Malyar', 'T Fürstenberg', 'J Wellmann']",2013.0,European heart …,https://academic.oup.com/eurheartj/article-abstract/34/34/2706/617842,Google Scholar
A distributed data fabric architecture based on metadate knowledge graph,"['XC Li', 'M Yang', 'X Xia', 'K Zhang']",2022.0,… Conference on Data …,https://ieeexplore.ieee.org/abstract/document/9943831/,Google Scholar
"Hospitalized cancer patients with severe sepsis: analysis of incidence, mortality, and associated costs of care","['MD Williams', 'LA Braun', 'LM Cooper', 'J Johnston']",2004.0,Critical care,https://link.springer.com/article/10.1186/cc2893,Google Scholar
Teacher professionalization and teacher commitment: A multilevel analysis. Statistical analysis report,['RM Ingersoll'],1997.0,,https://books.google.com/books?hl=en&lr=&id=ubeb54CxkrIC&oi=fnd&pg=PR5&dq=Federal+Statistical+Research+Data+Centers&ots=eR-G1Lft8f&sig=6kjjeWE5Kt6pD4LcLPMR6sbKma8,Google Scholar
USING CONTROLLED,['RJ Light'],1971.0,Federal Statistics; Report,https://books.google.com/books?hl=en&lr=&id=ECi2AAAAIAAJ&oi=fnd&pg=PA367&dq=Federal+Statistical+Research+Data+Centers&ots=7Oy6F9PMaq&sig=mZNyIrLjNteeqkOuvoH3kwwCbF0,Google Scholar
Data Linkage with an Establishment Survey,"['J Sayers', 'S Campbell', 'C Thompson']",2018.0,… (FCSM) Research and …,https://nces.ed.gov/FCSM/pdf/G_4_Sayers_2018FCSM_FINAL.pdf,Google Scholar
The 1998 National Spatial Data Infrastructure (NSDI) Federal Geographic Data Committee (FGDC) accomplishment report for the Department of Commerce,['GS Barton'],1999.0,,https://repository.library.noaa.gov/view/noaa/67193/noaa_67193_DS1.pdf,Google Scholar
America's children: Key national indicators of well-being,[''],2009.0,,https://books.google.com/books?hl=en&lr=&id=zVMwApYU54EC&oi=fnd&pg=PR3&dq=Federal+Statistical+Research+Data+Centers&ots=Nb9gkA0keu&sig=wJkhRs1vAi80nJsmVJ3DjkdZ5Ms,Google Scholar
Using battery storage for peak shaving and frequency regulation: Joint optimization for superlinear gains,"['Y Shi', 'B Xu', 'D Wang', 'B Zhang']",2017.0,IEEE transactions on power …,https://ieeexplore.ieee.org/abstract/document/8027056/,Google Scholar
Life-cycle decisions for biomedical data: The challenge of forecasting costs,"['', 'Physical Sciences', 'Board on Research Data']",2020.0,,https://books.google.com/books?hl=en&lr=&id=Pkr8DwAAQBAJ&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=QAhqzDIA8P&sig=1dIxeh4Tx2Gjen3CM31n7Y4nUNk,Google Scholar
Child development in the context of family and community resources: an agenda for national data collections,['National Research Council'],1995.0,Integrating Federal Statistics on …,https://www.ncbi.nlm.nih.gov/books/NBK232290/,Google Scholar
Dryad: distributed data-parallel programs from sequential building blocks,"['M Isard', 'M Budiu', 'Y Yu', 'A Birrell', 'D Fetterly']",2007.0,Proceedings of the 2nd …,https://dl.acm.org/doi/abs/10.1145/1272996.1273005,Google Scholar
Estimates of COVID-19 cases and deaths among nursing home residents not reported in federal data,"['K Shen', 'L Loomer', 'H Abrams', 'DC Grabowski']",2021.0,JAMA network …,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2784031,Google Scholar
The influence of federal laboratory R&D on industrial research,"['JD Adams', 'EP Chiang', 'JL Jensen']",2003.0,… of Economics and Statistics,https://direct.mit.edu/rest/article-abstract/85/4/1003/57429,Google Scholar
Preparing statisticians for careers in the federal government: Report of the asa section on statistical education committee on training of statisticians for government,"['MD Eldridge', 'KK Wallman', 'RM Wulfsberg']",1982.0,The American …,https://www.tandfonline.com/doi/abs/10.1080/00031305.1982.10482784,Google Scholar
"Early coverage, access, utilization, and health effects associated with the Affordable Care Act Medicaid expansions: a quasi-experimental study","['LR Wherry', 'S Miller']",2016.0,Annals of internal medicine,https://www.acpjournals.org/doi/abs/10.7326/m15-2234,Google Scholar
Adventures in social research: Data analysis using IBM SPSS statistics,"['E Babbie', 'WE Wagner III', 'J Zaino']",2022.0,,https://books.google.com/books?hl=en&lr=&id=amdjEAAAQBAJ&oi=fnd&pg=PA3&dq=Federal+Statistical+Research+Data+Centers&ots=jVQTObmkNs&sig=Y20qL3PSBpfRPtEI9Uw9WwkVIOY,Google Scholar
Strategic roles of IT modernization and cloud migration in reducing cybersecurity risks of organizations: The case of US federal government,"['MS Pang', 'H Tanriverdi']",2022.0,The journal of strategic information systems,https://www.sciencedirect.com/science/article/pii/S0963868722000038,Google Scholar
Demand response for ancillary services,"['O Ma', 'N Alkadi', 'P Cappers', 'P Denholm']",2013.0,IEEE transactions on …,https://ieeexplore.ieee.org/abstract/document/6630115/,Google Scholar
What can Medicaid data add to research on VA patients?,"['A Hendricks', 'J Gardner', 'A Frakt', 'D Gilden']",2010.0,J Rehabil Res …,https://www.researchgate.net/profile/Lynn-Wolfsfeld/publication/49638255_What_can_Medicaid_data_add_to_research_on_VA_patients/links/0deec5177df7f55a62000000/What-can-Medicaid-data-add-to-research-on-VA-patients.pdf,Google Scholar
statisticians' role in ensuring accuracy and integrity of federal data,['K Kafadar'],2020.0,Harvard Data Science Review,https://assets.pubpub.org/g1v6mbq0/e6da115e-4745-4134-b954-a32dd61656e5.pdf,Google Scholar
The future of federal household surveys: summary of a workshop,"['JC Karberg', 'K Marton']",2011.0,,https://books.google.com/books?hl=en&lr=&id=R5XSOD0ydIMC&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=Bh5vDeQJci&sig=0pkypfWXl9SylaB3jPsDEEfeNyM,Google Scholar
Handbook of survey research,"['PH Rossi', 'JD Wright', 'AB Anderson']",2013.0,,https://books.google.com/books?hl=en&lr=&id=8EW0BQAAQBAJ&oi=fnd&pg=PP1&dq=Federal+Statistical+Research+Data+Centers&ots=eNTR2qYlPH&sig=6ID0tXvbxXoK3MlTsUbwtitiEy8,Google Scholar
Federal–local partnerships on immigration law enforcement: Are the policies effective in reducing violent victimization?,"['EP Baumer', 'M Xie']",2023.0,Criminology & public policy,https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9133.12619,Google Scholar
"At federally funded health centers, Medicaid expansion was associated with improved quality of care","['MB Cole', 'O Galárraga', 'IB Wilson', 'B Wright']",2017.0,Health Affairs,https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.2016.0804,Google Scholar
The changing role of the federal government in educational research and statistics,['MA Vinovskis'],1996.0,History of Education Quarterly,https://www.cambridge.org/core/journals/history-of-education-quarterly/article/changing-role-of-the-federal-government-in-educational-research-and-statistics/125384AC164AEB4DB0AE15F529366F34,Google Scholar
"Inventory of federal data systems in the United States for injury surveillance, research and prevention activities","['JL Annest', 'JM Conn', 'SP James']",1996.0,,https://stacks.cdc.gov/view/cdc/6414,Google Scholar
The state of federal health statistics on racial and ethnic groups,['RA Hahn'],1992.0,Jama,https://jamanetwork.com/journals/jama/article-abstract/394420,Google Scholar
"Changes in demographics of patients seen at federally qualified health centers, 2005-2014","['JB Nath', 'S Costigan', 'RY Hsia']",2016.0,JAMA internal medicine,https://jamanetwork.com/journals/jamainternalmedicine/article-abstract/2513445,Google Scholar
The medical expenditure panel survey: a national information resource to support healthcare cost research and inform policy and practice,"['JW Cohen', 'SB Cohen', 'JS Banthin']",2009.0,Medical care,https://journals.lww.com/lww-medicalcare/fulltext/2009/07001/the_medical_expenditure_panel_survey__a_national.8.aspx,Google Scholar
An empirical investigation of information technology sourcing practices: Lessons from experience,"['MC Lacity', 'LP Willcocks']",1998.0,MIS quarterly,https://www.jstor.org/stable/249670,Google Scholar
Heart failure epidemiology 2000–2013: insights from the German federal health monitoring system,"['M Christ', 'S Störk', 'M Dörr', 'HJ Heppner']",2016.0,European journal of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/ejhf.567,Google Scholar
Self-similarity through high-variability: statistical analysis of Ethernet LAN traffic at the source level,"['W Willinger', 'MS Taqqu', 'R Sherman']",1997.0,… /ACM Transactions on …,https://ieeexplore.ieee.org/abstract/document/554723/,Google Scholar
Record Linkage and Privacy: Issues in Creating New Federal Research and Statistical Information,['United States. General Accounting Office'],2001.0,,https://books.google.com/books?hl=en&lr=&id=yq0rAAAAIAAJ&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=STUZNWPUjw&sig=A8c2i1okTfY2L88eNt6FwMp6FgM,Google Scholar
Adjudication to administration: a statistical analysis of federal district courts in the twentieth century,['DS Clark'],1981.0,S. cal. l. rev.,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/scal55&section=11,Google Scholar
Evaluating data quality for blended data using a data quality framework,"['JD Parker', 'LB Mirel', 'P Lee', 'R Mintz']",2024.0,Statistical Journal of …,https://journals.sagepub.com/doi/abs/10.3233/SJI-230125,Google Scholar
Federal Policy Issues and Data Needs in Postsecondary Education. Final Report to the National Center for Education Statistics.,"['P Christoffel', 'L Rice']",1975.0,,https://eric.ed.gov/?id=ED112725,Google Scholar
Effect of the first federally funded US antismoking national media campaign,"['T McAfee', 'KC Davis', 'RL Alexander', 'TF Pechacek']",2013.0,The Lancet,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(13)61686-4/fulltext?version=meter+at+null&module=meter-Links&pgtype=Blogs&contentId=&mediaId=%25%25ADID%25%25&referrer=&priority=true&action=click&contentCollection=meter-links-click&code=lancet-site,Google Scholar
"Long-term care providers and services users in the United States: Data from the National Study of Long-Term Care Providers, 2013–2014","['L Harris-Kojetin', 'M Sengupta', 'E Park-Lee', 'R Valverde']",2016.0,,https://stacks.cdc.gov/view/cdc/157096/cdc_157096_DS1.pdf,Google Scholar
Allocating federal funds for state programs for English language learners,"['National Research Council', 'Division of Behavioral']",2011.0,,https://books.google.com/books?hl=en&lr=&id=MSWoGapg7qgC&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=ETk1_VMY5_&sig=dvemV5HVAH8Z0XxsHDSgNbnINWE,Google Scholar
Medication‐assisted opioid treatment prescribers in federally qualified health centers: Capacity lags in rural areas,['EB Jones'],2018.0,The Journal of Rural Health,https://onlinelibrary.wiley.com/doi/abs/10.1111/JRH.12260,Google Scholar
Response rates and nonresponse in establishment surveys–BLS and Census Bureau,"['R Petroni', 'R Sigman', 'D Willimack', 'S Cohen']",2004.0,… Economic Statistics …,https://www.academia.edu/download/92391707/fesacp2061104.pdf,Google Scholar
Seasonality of transportation data,"['AE Parkany', 'E Murakami']",2004.0,,https://www.researchgate.net/profile/Emily-Parkany/publication/237439278_Seasonality_of_Transportation_Data/links/558c607c08ae591c19d9fee2/Seasonality-of-Transportation-Data.pdf,Google Scholar
Sirius: An open end-to-end voice and vision personal assistant and its implications for future warehouse scale computers,"['J Hauswald', 'MA Laurenzano', 'Y Zhang', 'C Li']",2015.0,Proceedings of the …,https://dl.acm.org/doi/abs/10.1145/2694344.2694347,Google Scholar
"Changing federal strategies for supporting educational research, development, and statistics",['MA Vinovskis'],1998.0,,https://books.google.com/books?hl=en&lr=&id=hg3bsqNHDo0C&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=a_FSRDf3DZ&sig=LShSoP-RO9zYcY6WSG02-0_W3HI,Google Scholar
"Quantitative methods for historians: A guide to research, data, and statistics",['KH Jarausch'],1991.0,,https://books.google.com/books?hl=en&lr=&id=JadX1sfwssQC&oi=fnd&pg=PR13&dq=Federal+Statistical+Research+Data+Centers&ots=vx8m0iYW4c&sig=TQoN-b1-xMCqOvzgKjhkmGXEafg,Google Scholar
"Health, United States","['', 'National Center for Health Services Research']",2011.0,,https://books.google.com/books?hl=en&lr=&id=DrB6lZCo_AwC&oi=fnd&pg=PA2&dq=Federal+Statistical+Research+Data+Centers&ots=jwFWp6MXy_&sig=8WPk7wncwn6LUaDJlZo8p-1_pn4,Google Scholar
Performance by design: computer capacity planning by example,"['DA Menasce', 'VAF Almeida', 'L Dowdy']",2004.0,,https://books.google.com/books?hl=en&lr=&id=sxE931Medm4C&oi=fnd&pg=PA3&dq=Federal+Statistical+Research+Data+Centers&ots=zCcAVaQlPn&sig=XYMA_IHL5LxJeMq-cZVI4YT56LY,Google Scholar
Socioeconomic risk factors for fatal opioid overdoses in the United States: Findings from the Mortality Disparities in American Communities Study (MDAC),"['SF Altekruse', 'CM Cosgrove', 'WC Altekruse']",2020.0,PloS one,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0227966,Google Scholar
"Funding of US biomedical research, 2003-2008","['ER Dorsey', 'J De Roulet', 'JP Thompson', 'JI Reminick']",2010.0,Jama,https://jamanetwork.com/journals/jama/article-abstract/185198,Google Scholar
"Big Data Research and Development Initiative (Federal, US)","['F Zhao', 'S Iacono']",2022.0,Encyclopedia of Big Data,https://link.springer.com/content/pdf/10.1007/978-3-319-32010-6_241.pdf,Google Scholar
The condition of education,['National Center for Educational Statistics'],2009.0,,https://books.google.com/books?hl=en&lr=&id=9O6lyhjQIw8C&oi=fnd&pg=PR3&dq=Federal+Statistical+Research+Data+Centers&ots=3AZuykXCAq&sig=gLRdSJRBoZ5RKkumQzJOraAztao,Google Scholar
Personal privacy in the computer age: The challenge of a new technology in an information-oriented society,['AR Miller'],1968.0,Mich. L. Rev.,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/mlr67&section=76,Google Scholar
Measuring inappropriate medical diagnosis and treatment in survey data: The case of ADHD among school-age children,"['WN Evans', 'MS Morrill', 'ST Parente']",2010.0,Journal of health economics,https://www.sciencedirect.com/science/article/pii/S0167629610000962,Google Scholar
Federal business information in electronic formats,['D Arrigona'],1988.0,RQ,https://go.gale.com/ps/i.do?id=GALE%7CA6389300&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00337072&p=AONE&sw=w,Google Scholar
Lifetime likelihood of going to state or federal prison,"['TP Bonczar', 'AJ Beck']",1997.0,,https://books.google.com/books?hl=en&lr=&id=cnl1dEl8LT0C&oi=fnd&dq=Federal+Statistical+Research+Data+Centers&ots=CVe6tGEc6H&sig=3VHdGzJ6Lih_IYnV9hY-Iqm05-s,Google Scholar
Nationwide in-hospital mortality following pancreatic surgery in Germany is higher than anticipated,"['U Nimptsch', 'C Krautz', 'GF Weber', 'T Mansky']",2016.0,Annals of …,https://journals.lww.com/annalsofsurgery/fulltext/2016/12000/Nationwide_In_hospital_Mortality_Following.32.aspx,Google Scholar
